longitude,latitude
104.5901344,13.29579487
104.7068011,34.10412821
99.21513441,7.404128206
111.8734677,52.56246154
103.4234677,11.52912821
104.4401344,23.13746154
114.9984677,40.89579487
97.12346775,18.32912821
106.7734677,45.83746154
128.4651344,43.28746154
106.8901344,16.43746154
82.34846775,27.42079487
113.1568011,46.09579487
72.87346775,19.28746154
96.59846775,30.67912821
78.49846775,20.54579487
81.65680108,28.99579487
74.71513441,40.22079487
91.68180108,32.15412821
117.1568011,24.26246154
89.12346775,46.32079487
116.9401344,45.27912821
98.55680108,8.987461539
95.14846775,48.49579487
126.3318011,39.37912821
97.66513441,41.83746154
87.59013441,37.90412821
106.1734677,16.84579487
76.28180108,11.74579487
88.18180108,38.40412821
80.75680108,54.91246154
115.6401344,53.12912821
118.9818011,31.62079487
108.9818011,43.17079487
120.5484677,17.41246154
91.05680108,49.85412821
102.1568011,16.85412821
96.62346775,23.42912821
118.9401344,37.77079487
104.9401344,52.27079487
80.81513441,31.01246154
100.2734677,20.66246154
109.9318011,30.12912821
99.37346775,23.20412821
104.0818011,40.07079487
114.5734677,45.58746154
106.4568011,55.27079487
110.0318011,35.44579487
133.6984677,35.36246154
112.8151344,26.27079487
80.46513441,44.14579487
100.9818011,30.34579487
104.0651344,48.07912821
94.80680108,53.65412821
109.0234677,40.65412821
136.6068011,46.21246154
84.84013441,46.69579487
91.47346775,27.77912821
119.4484677,52.67912821
72.84013441,24.57912821
98.37346775,16.30412821
105.3734677,44.81246154
131.9234677,46.84579487
83.71513441,45.70412821
103.1234677,3.720794873
118.2734677,41.77912821
86.82346775,36.39579487
113.6734677,47.30412821
101.0818011,19.13746154
117.6484677,52.56246154
111.2318011,22.32079487
75.50680108,45.91246154
91.24013441,29.25412821
87.74846775,25.97079487
101.6651344,54.21246154
90.95680108,32.69579487
106.5234677,27.81246154
113.1484677,30.60412821
115.7734677,49.23746154
74.49013441,44.47079487
137.1234677,49.71246154
113.2984677,2.287461539
103.4568011,12.12079487
101.8151344,22.62912821
107.9401344,21.67079487
99.86513441,1.712461539
99.19013441,28.82912821
121.8901344,47.23746154
76.24013441,26.23746154
99.04013441,21.25412821
95.79013441,20.24579487
102.0734677,16.54579487
112.8818011,29.76246154
97.72346775,29.87079487
88.76513441,49.06246154
85.36513441,33.01246154
117.2318011,31.83746154
97.34013441,54.73746154
126.4984677,42.82079487
125.1318011,10.09579487
100.7318011,52.99579487
93.03180108,26.32912821
95.05680108,46.53746154
135.4318011,34.11246154
108.5484677,29.34579487
76.49846775,25.06246154
81.68180108,41.42912821
73.60680108,38.85412821
72.83180108,40.90412821
116.3068011,49.46246154
74.14846775,33.63746154
87.19013441,53.22912821
129.4901344,45.86246154
121.8484677,46.59579487
120.7234677,32.72079487
111.4151344,47.60412821
114.5818011,40.92912821
89.14846775,26.32079487
123.9651344,12.73746154
74.04846775,37.79579487
112.4484677,42.36246154
102.8484677,38.66246154
95.96513441,31.87912821
118.5068011,40.11246154
117.4568011,49.57912821
87.14846775,46.80412821
125.3984677,8.320794873
105.1901344,9.070794873
84.89013441,52.22912821
129.8401344,51.12912821
79.49013441,11.33746154
111.2401344,43.26246154
89.79013441,37.12079487
109.3651344,41.35412821
90.08180108,26.92912821
91.44846775,28.98746154
110.8901344,51.07079487
110.4234677,54.59579487
103.1234677,28.88746154
106.7234677,29.57912821
100.7068011,25.38746154
118.1318011,24.30412821
115.1068011,1.604128206
124.6984677,9.187461539
91.23180108,45.62079487
105.3318011,46.66246154
116.9068011,27.78746154
113.0984677,34.92912821
87.44013441,40.72079487
117.0068011,1.479128206
104.8568011,47.35412821
102.9401344,23.97079487
79.60680108,42.50412821
79.34846775,16.95412821
104.6901344,46.55412821
95.19013441,53.21246154
80.37346775,16.62079487
105.7151344,11.09579487
96.90680108,32.40412821
87.91513441,50.70412821
111.6401344,30.68746154
123.2734677,9.362461539
112.6734677,38.39579487
91.04846775,29.96246154
108.1068011,22.37912821
79.61513441,11.85412821
111.6818011,31.07079487
102.1734677,47.01246154
85.63180108,29.95412821
77.43180108,15.92912821
99.07346775,21.58746154
96.60680108,19.27079487
108.3401344,31.18746154
90.92346775,29.03746154
75.53180108,44.72079487
104.4734677,18.07079487
112.3068011,33.31246154
106.5401344,27.32079487
100.3401344,16.84579487
74.02346775,20.09579487
78.56513441,19.40412821
83.50680108,26.17912821
81.05680108,35.40412821
93.54846775,35.27079487
99.58180108,9.229128206
93.34846775,50.60412821
135.1401344,50.69579487
98.90680108,40.37079487
132.9734677,44.15412821
110.9651344,33.07079487
126.0818011,42.73746154
130.7151344,52.49579487
92.69846775,46.27912821
113.3818011,40.74579487
110.2651344,50.71246154
120.6651344,31.59579487
117.7901344,23.99579487
108.6568011,24.86246154
108.2318011,39.20412821
131.9901344,47.69579487
101.6984677,13.87912821
73.80680108,49.18746154
82.58180108,26.07079487
121.3568011,18.09579487
80.54846775,23.81246154
94.80680108,24.28746154
87.24846775,28.34579487
133.1568011,44.52079487
101.3151344,36.97912821
109.9901344,31.01246154
102.5318011,43.22912821
129.4401344,45.07912821
97.15680108,40.43746154
109.1734677,40.94579487
100.7068011,1.062461539
98.54013441,27.10412821
119.0734677,36.58746154
85.38180108,36.02912821
113.4151344,35.17912821
107.5734677,36.17079487
92.78180108,31.08746154
111.2484677,33.18746154
96.16513441,28.02912821
93.29013441,36.18746154
100.4818011,17.18746154
113.4401344,55.32912821
110.7401344,24.67912821
110.7484677,53.17079487
119.7734677,49.52912821
88.56513441,27.53746154
108.5901344,27.25412821
81.96513441,35.72912821
101.3568011,36.02912821
111.2568011,53.28746154
120.7984677,43.08746154
92.48180108,30.41246154
113.0151344,27.31246154
78.35680108,15.57912821
77.33180108,51.67079487
121.6734677,16.67912821
121.7484677,39.37079487
91.44013441,23.23746154
116.6818011,41.78746154
128.5484677,51.01246154
121.1818011,36.88746154
80.64013441,21.60412821
77.27346775,16.40412821
111.7151344,32.12079487
110.4068011,22.70412821
106.0234677,44.19579487
103.1651344,20.75412821
113.8901344,26.13746154
95.04013441,26.86246154
106.1818011,36.25412821
119.5651344,32.56246154
94.82346775,21.73746154
79.66513441,38.19579487
94.04013441,35.67912821
77.74013441,20.27912821
87.83180108,35.62912821
86.43180108,23.82912821
129.3234677,48.22912821
101.8568011,18.29579487
77.77346775,35.94579487
112.1818011,30.45412821
86.48180108,54.66246154
109.5068011,32.25412821
110.8568011,32.30412821
108.3484677,3.995794873
98.95680108,25.97912821
98.58180108,17.12912821
99.00680108,31.34579487
88.95680108,43.87912821
122.4568011,43.81246154
121.6318011,17.26246154
121.7901344,55.69579487
117.3984677,3.829128206
83.52346775,26.21246154
100.3318011,0.545794873
104.1068011,41.20412821
120.1234677,40.75412821
81.38180108,48.52079487
100.6068011,52.29579487
104.9068011,17.83746154
129.6734677,46.72079487
105.6318011,25.22912821
113.4651344,34.78746154
72.43180108,39.91246154
77.54013441,49.91246154
75.54013441,41.00412821
83.96513441,38.22912821
110.5234677,27.96246154
97.17346775,47.78746154
112.3234677,44.51246154
78.23180108,36.28746154
85.61513441,47.44579487
114.4234677,28.32079487
77.69013441,16.56246154
123.7984677,42.73746154
81.54846775,39.68746154
78.08180108,26.32912821
99.03180108,16.17912821
82.55680108,24.72079487
95.95680108,27.52912821
90.34846775,38.07912821
113.7651344,34.50412821
75.54013441,26.08746154
82.19846775,21.07912821
104.7401344,35.23746154
113.5318011,2.220794873
104.6151344,16.65412821
103.1068011,12.28746154
116.0318011,39.33746154
78.20680108,44.13746154
102.6151344,39.17912821
81.97346775,41.97912821
84.06513441,28.35412821
118.4484677,32.27912821
106.1901344,14.43746154
85.56513441,25.98746154
85.38180108,52.27912821
76.33180108,35.30412821
98.19846775,22.56246154
91.69013441,37.28746154
97.10680108,40.72079487
85.34013441,30.54579487
81.39013441,34.78746154
97.43180108,17.46246154
101.6818011,35.15412821
80.62346775,51.37912821
106.9318011,46.02912821
90.06513441,36.38746154
91.39846775,50.73746154
92.49013441,31.61246154
112.1651344,32.91246154
80.93180108,55.17079487
108.9901344,44.68746154
113.2234677,40.48746154
112.1984677,47.58746154
133.3484677,49.69579487
81.29013441,43.15412821
105.1151344,18.72079487
93.44013441,48.82912821
89.52346775,42.29579487
124.2818011,53.61246154
86.59846775,51.82079487
74.54846775,21.52079487
84.04013441,49.08746154
79.28180108,16.08746154
75.45680108,47.87912821
91.18180108,24.23746154
92.77346775,31.71246154
111.6734677,42.21246154
87.49013441,55.71246154
100.0651344,0.012461539
95.07346775,44.43746154
106.4318011,51.39579487
87.64013441,23.75412821
107.8151344,24.67079487
129.7401344,53.56246154
115.2984677,52.50412821
125.3318011,45.69579487
89.14013441,23.72079487
87.42346775,48.55412821
78.49013441,10.59579487
101.6068011,31.66246154
77.20680108,14.50412821
78.19013441,10.58746154
99.53180108,41.32912821
102.6901344,15.04579487
96.68180108,19.35412821
72.59013441,26.57912821
79.46513441,27.90412821
116.1484677,48.98746154
115.6401344,29.62079487
80.39013441,18.03746154
120.3651344,48.14579487
108.5651344,23.74579487
79.79846775,38.44579487
93.99013441,22.77912821
106.0651344,35.58746154
127.5901344,44.44579487
83.26513441,31.28746154
76.53180108,23.31246154
76.50680108,51.01246154
104.7318011,15.92079487
86.78180108,36.17912821
111.9401344,46.58746154
86.39846775,35.69579487
101.2234677,5.162461539
80.47346775,40.52912821
126.8818011,45.02079487
107.4568011,13.50412821
76.90680108,12.76246154
131.4151344,34.33746154
123.6151344,55.72912821
117.9484677,24.30412821
77.04846775,44.82079487
117.9568011,36.35412821
103.0151344,3.304128206
84.14013441,40.20412821
75.64013441,41.26246154
72.73180108,28.64579487
113.1568011,23.09579487
128.0984677,51.60412821
104.4568011,16.35412821
99.19846775,11.44579487
116.2068011,29.17079487
109.0318011,45.53746154
91.44013441,26.66246154
76.62346775,25.47079487
76.99846775,38.09579487
76.10680108,20.31246154
123.0234677,44.86246154
103.2151344,0.620794873
100.6734677,5.479128206
106.5818011,26.79579487
85.89846775,21.28746154
106.7984677,53.09579487
101.1234677,15.73746154
76.71513441,20.63746154
77.26513441,41.85412821
109.0734677,31.27079487
103.5651344,47.25412821
94.69013441,55.82912821
78.64013441,53.20412821
72.92346775,37.90412821
115.7484677,54.15412821
77.74013441,15.71246154
85.94013441,46.90412821
85.97346775,26.31246154
102.6651344,38.36246154
122.3818011,45.56246154
106.6068011,45.95412821
75.54013441,53.21246154
102.0734677,29.68746154
130.6151344,50.52912821
126.7234677,41.20412821
86.90680108,21.87079487
92.69846775,24.59579487
104.1318011,29.51246154
95.69013441,34.03746154
76.29013441,11.62912821
75.84846775,29.44579487
76.72346775,33.16246154
107.5901344,50.32079487
72.32346775,44.81246154
97.59013441,34.14579487
98.94846775,55.77912821
104.4901344,24.83746154
94.86513441,28.37912821
99.11513441,39.30412821
109.7651344,46.58746154
103.3401344,30.10412821
107.9818011,16.02912821
80.64846775,26.67079487
123.8651344,41.28746154
117.4734677,28.98746154
92.64013441,22.58746154
84.63180108,30.45412821
132.7818011,47.00412821
100.0484677,8.062461539
74.00680108,31.14579487
118.6151344,28.09579487
130.3401344,53.01246154
84.55680108,19.17912821
73.28180108,40.02912821
117.6318011,32.03746154
116.1068011,33.67912821
88.20680108,43.06246154
103.9901344,10.27912821
108.1401344,28.13746154
127.1651344,49.34579487
76.97346775,45.87912821
90.24013441,52.84579487
112.6818011,49.11246154
74.84013441,38.46246154
113.1651344,40.22912821
102.0068011,0.537461539
75.84013441,13.57079487
118.3568011,27.91246154
75.27346775,44.37912821
75.04846775,31.72079487
74.49846775,43.45412821
128.5068011,41.08746154
83.89013441,39.91246154
87.03180108,30.32912821
84.53180108,30.79579487
119.0151344,31.71246154
105.9984677,25.62912821
105.4234677,42.09579487
75.57346775,31.06246154
107.6151344,26.19579487
96.91513441,44.32912821
105.0401344,54.77079487
92.38180108,47.69579487
76.24846775,48.52912821
115.6234677,3.479128206
124.7984677,8.437461539
100.5234677,1.245794873
88.12346775,41.33746154
106.4984677,16.69579487
93.54013441,50.11246154
84.42346775,51.09579487
115.9234677,50.81246154
88.06513441,34.48746154
74.90680108,26.18746154
94.19846775,41.19579487
90.18180108,22.68746154
120.0234677,0.362461539
94.01513441,48.26246154
109.2484677,39.82079487
131.1234677,50.39579487
116.3901344,48.45412821
96.08180108,20.13746154
100.7318011,24.57912821
90.70680108,32.66246154
110.6651344,49.00412821
108.1234677,50.53746154
90.08180108,49.66246154
82.60680108,41.32912821
119.7401344,56.04579487
113.0068011,39.30412821
89.36513441,28.37079487
99.69846775,56.10412821
113.8234677,50.86246154
74.39846775,51.96246154
107.8734677,53.71246154
97.14846775,49.74579487
110.5151344,27.16246154
128.7651344,50.17912821
79.99846775,9.737461539
112.8151344,45.67912821
75.76513441,33.22079487
115.5568011,42.57912821
97.97346775,29.42079487
80.08180108,51.52912821
104.4984677,11.60412821
82.63180108,42.83746154
76.91513441,37.94579487
90.88180108,31.53746154
136.5484677,47.27912821
123.9651344,45.98746154
95.60680108,50.17912821
95.25680108,22.25412821
119.8651344,54.44579487
102.3234677,39.03746154
81.27346775,43.52912821
101.0234677,14.22079487
121.1734677,12.34579487
104.0984677,20.97079487
78.52346775,45.08746154
107.3984677,34.51246154
72.60680108,35.12079487
133.3151344,33.68746154
118.8151344,31.57079487
103.9234677,12.68746154
99.72346775,18.98746154
135.1818011,49.99579487
113.2818011,29.65412821
100.3568011,33.21246154
106.9568011,31.13746154
78.24013441,45.08746154
75.61513441,43.37912821
109.8901344,22.37912821
131.0318011,44.90412821
111.9818011,30.45412821
88.87346775,24.33746154
117.4568011,32.10412821
80.51513441,49.07912821
133.8901344,45.03746154
123.9318011,50.61246154
100.3068011,39.29579487
102.4234677,2.179128206
108.9318011,34.06246154
115.9068011,23.19579487
124.9151344,54.35412821
99.24013441,17.16246154
101.8568011,24.90412821
77.99013441,24.16246154
81.64013441,23.15412821
96.35680108,19.15412821
106.7318011,31.69579487
117.6568011,26.25412821
116.6901344,34.11246154
107.4151344,24.49579487
99.28180108,43.48746154
82.69846775,47.48746154
92.82346775,36.03746154
119.2651344,36.38746154
95.53180108,17.55412821
94.14846775,47.62079487
117.4651344,32.67912821
90.95680108,44.49579487
104.8484677,10.48746154
93.63180108,26.92912821
102.8401344,20.08746154
100.5818011,34.60412821
82.49013441,54.72912821
110.6568011,40.83746154
96.58180108,48.79579487
89.55680108,52.75412821
77.99846775,42.13746154
79.87346775,45.40412821
76.21513441,49.42079487
121.3068011,45.22912821
99.51513441,41.61246154
103.5984677,30.65412821
86.16513441,45.20412821
122.9401344,56.10412821
95.82346775,32.08746154
107.2234677,48.08746154
100.1901344,19.22912821
106.4568011,25.11246154
104.1651344,15.82912821
104.5901344,23.72912821
100.4901344,55.84579487
93.63180108,28.52912821
115.0984677,55.66246154
119.4234677,37.12912821
111.6818011,35.73746154
81.67346775,36.09579487
115.9568011,43.77912821
120.8901344,13.64579487
84.01513441,21.46246154
106.9318011,23.73746154
136.4651344,45.17912821
86.63180108,36.45412821
120.4068011,42.44579487
85.53180108,21.55412821
121.9734677,44.22912821
120.4651344,37.34579487
117.8401344,36.63746154
123.5818011,45.52079487
83.88180108,52.30412821
121.5734677,30.08746154
121.3401344,37.38746154
87.35680108,25.57912821
105.0568011,40.29579487
76.37346775,19.58746154
117.0318011,24.46246154
116.2651344,34.38746154
86.71513441,35.40412821
81.41513441,54.92079487
83.98180108,53.07079487
133.4984677,52.47912821
74.47346775,54.74579487
86.52346775,37.05412821
87.53180108,34.31246154
93.54846775,21.13746154
90.64013441,25.61246154
79.61513441,42.78746154
83.56513441,37.47912821
113.9401344,26.99579487
127.9818011,54.16246154
111.9318011,53.92912821
109.1984677,35.70412821
77.66513441,53.30412821
100.4984677,24.15412821
73.79846775,32.37079487
135.9984677,33.70412821
106.2318011,36.17912821
113.2401344,27.78746154
106.6568011,23.36246154
127.8568011,42.58746154
81.64013441,49.35412821
80.39846775,36.81246154
97.35680108,17.87079487
95.29013441,25.15412821
109.9568011,35.90412821
92.19013441,37.56246154
104.8401344,25.35412821
73.21513441,25.93746154
105.0901344,10.33746154
108.8068011,54.53746154
73.72346775,41.09579487
108.6568011,28.33746154
72.54846775,40.07079487
130.1234677,47.63746154
87.91513441,36.07912821
127.3151344,41.61246154
120.0151344,47.92079487
122.4068011,36.97079487
115.0818011,50.67912821
104.5568011,13.02912821
106.2984677,51.10412821
78.37346775,47.80412821
87.14013441,44.61246154
92.48180108,22.59579487
106.2234677,29.92079487
114.7151344,49.09579487
75.34013441,40.06246154
88.90680108,34.37079487
79.79846775,23.90412821
118.1151344,27.53746154
77.07346775,54.60412821
81.15680108,51.32912821
100.4151344,37.14579487
111.8984677,32.64579487
115.0901344,22.83746154
95.68180108,17.02912821
106.0818011,25.86246154
93.26513441,24.67079487
117.5901344,37.72079487
85.68180108,36.87912821
73.34846775,32.74579487
79.22346775,39.49579487
123.8734677,55.51246154
134.1318011,45.42079487
83.12346775,47.23746154
108.9568011,35.95412821
102.1818011,44.38746154
130.6401344,45.55412821
100.3734677,0.154128206
134.6734677,44.17912821
115.3401344,43.34579487
128.0234677,53.39579487
81.09013441,50.55412821
99.84013441,41.27079487
98.51513441,24.22079487
88.14846775,50.77079487
77.15680108,27.08746154
90.35680108,38.21246154
98.15680108,31.57912821
102.7984677,14.37079487
105.2401344,20.02079487
110.0151344,42.37079487
85.02346775,21.68746154
91.60680108,52.10412821
97.83180108,53.82079487
88.09013441,33.48746154
108.6401344,14.40412821
100.0734677,22.25412821
119.9234677,41.81246154
98.30680108,36.51246154
111.3734677,33.66246154
104.9651344,34.66246154
73.24013441,32.99579487
82.23180108,38.97079487
81.83180108,53.52912821
75.72346775,48.48746154
105.3484677,28.87912821
82.36513441,46.77912821
96.60680108,36.86246154
99.01513441,22.95412821
108.5568011,38.62079487
105.1651344,34.91246154
82.84846775,44.00412821
72.82346775,46.81246154
77.47346775,16.59579487
115.8151344,0.354128206
79.67346775,51.94579487
88.37346775,51.71246154
118.6818011,28.02912821
118.2068011,36.34579487
77.29846775,53.29579487
72.70680108,43.42079487
106.2484677,55.15412821
89.92346775,49.58746154
114.6068011,52.56246154
132.4068011,50.33746154
115.3234677,42.98746154
76.43180108,41.22912821
75.44013441,47.32912821
128.7568011,37.22912821
111.2901344,51.11246154
108.6401344,35.53746154
72.55680108,27.31246154
121.2401344,15.05412821
84.97346775,54.25412821
116.0484677,41.72912821
98.84846775,50.12079487
77.57346775,31.40412821
96.66513441,20.81246154
75.74013441,53.23746154
74.13180108,30.29579487
119.2651344,29.21246154
116.7318011,28.90412821
74.05680108,40.52079487
121.8401344,45.07912821
107.0901344,16.86246154
85.02346775,19.76246154
103.8651344,24.27912821
85.78180108,39.85412821
72.69013441,35.72912821
76.09846775,21.67912821
75.73180108,16.62079487
82.86513441,51.17912821
128.0651344,55.57079487
96.51513441,50.49579487
111.4901344,30.38746154
124.1818011,7.804128206
124.1901344,45.69579487
80.11513441,38.71246154
92.02346775,26.25412821
129.4401344,47.02912821
77.72346775,21.82079487
101.6651344,14.55412821
97.44846775,19.17912821
108.6401344,39.24579487
105.8818011,25.22912821
135.5568011,50.30412821
107.6651344,48.41246154
112.8651344,53.24579487
94.43180108,21.95412821
132.9234677,55.95412821
131.2651344,47.02912821
89.59013441,50.45412821
75.42346775,49.67079487
102.6068011,22.59579487
77.39013441,46.82912821
100.2318011,17.26246154
110.4401344,52.60412821
82.02346775,28.50412821
127.0568011,47.81246154
76.74013441,43.85412821
95.00680108,42.24579487
108.4651344,27.89579487
75.89846775,21.77079487
116.0901344,46.83746154
102.6401344,53.25412821
103.0151344,27.01246154
125.6568011,10.04579487
131.9068011,43.13746154
84.22346775,44.57079487
97.18180108,38.57912821
107.6651344,32.27912821
100.0234677,44.54579487
99.58180108,31.97912821
91.50680108,26.37079487
84.59846775,46.77912821
102.2651344,25.47912821
97.51513441,25.95412821
125.1484677,42.34579487
131.1901344,45.77079487
100.8901344,31.91246154
75.44846775,42.43746154
98.21513441,36.34579487
116.5568011,38.17912821
90.39013441,37.45412821
108.6068011,55.83746154
78.66513441,39.64579487
104.0818011,13.05412821
104.2568011,23.41246154
111.1068011,32.47912821
114.2401344,45.07912821
85.10680108,30.15412821
84.58180108,28.01246154
119.9484677,40.58746154
106.0984677,50.23746154
104.7151344,14.16246154
97.40680108,24.79579487
84.59013441,34.77912821
118.6734677,27.57912821
100.5401344,28.49579487
78.17346775,41.07079487
100.7068011,18.21246154
98.93180108,49.03746154
104.1151344,46.70412821
87.14013441,38.55412821
87.45680108,31.84579487
108.3068011,25.87079487
89.24846775,27.62912821
116.0234677,5.195794873
80.87346775,30.50412821
105.1068011,33.72079487
114.5234677,49.22079487
98.85680108,22.18746154
106.9401344,33.84579487
90.23180108,38.28746154
80.96513441,55.77079487
110.3568011,53.59579487
127.7818011,36.31246154
127.7901344,51.23746154
129.0651344,35.94579487
103.3234677,48.54579487
72.17346775,32.04579487
102.9818011,25.48746154
81.74013441,25.98746154
76.08180108,33.60412821
102.1068011,53.73746154
76.51513441,33.12912821
104.2151344,45.97079487
131.0568011,48.12079487
80.04846775,40.37079487
90.35680108,47.52079487
104.2401344,36.62912821
125.6984677,45.99579487
80.68180108,43.10412821
122.9734677,13.06246154
110.3068011,1.262461539
89.78180108,48.82079487
100.6401344,0.004128206
97.94846775,32.62912821
75.89846775,22.30412821
109.7401344,18.40412821
120.7068011,24.22079487
96.74013441,41.51246154
74.66513441,19.92079487
77.19846775,50.57912821
119.5568011,53.87912821
115.9651344,24.94579487
82.59013441,18.41246154
94.53180108,21.28746154
106.5068011,11.14579487
126.6984677,47.76246154
81.13180108,19.04579487
126.5651344,49.00412821
77.72346775,30.89579487
81.01513441,27.25412821
83.37346775,22.88746154
108.3151344,42.92912821
85.08180108,28.37912821
120.6984677,0.970794873
102.2234677,15.40412821
105.2901344,32.26246154
104.9234677,36.86246154
92.16513441,53.14579487
104.7651344,12.29579487
100.5984677,16.02912821
119.9651344,36.17079487
82.30680108,27.22912821
79.59846775,55.11246154
129.6734677,55.87912821
93.34846775,39.53746154
101.1068011,47.06246154
96.64846775,33.78746154
77.90680108,51.34579487
110.9151344,33.17912821
75.58180108,41.88746154
86.69846775,39.94579487
100.8484677,48.97079487
80.04846775,31.82079487
123.3734677,48.29579487
90.48180108,28.30412821
112.0068011,44.99579487
106.8484677,53.81246154
106.8901344,28.00412821
112.8901344,2.929128206
115.5401344,38.19579487
79.29013441,14.44579487
120.7901344,37.60412821
92.21513441,33.77912821
76.99013441,26.77912821
112.3484677,38.51246154
107.1401344,25.49579487
75.30680108,26.88746154
79.64846775,31.02912821
95.49846775,37.33746154
97.53180108,38.62912821
84.76513441,51.16246154
135.9484677,54.34579487
101.3318011,4.795794873
99.88180108,49.22079487
107.1651344,45.40412821
116.5651344,30.02912821
83.31513441,48.76246154
107.6068011,47.87912821
90.46513441,34.97079487
77.35680108,8.945794873
130.1651344,53.11246154
107.1318011,46.87912821
89.27346775,45.28746154
110.1651344,48.47912821
105.6818011,30.27912821
126.1651344,51.65412821
120.8068011,43.91246154
117.4901344,40.66246154
100.0318011,39.20412821
97.36513441,39.57912821
73.63180108,20.17079487
105.1651344,23.59579487
97.48180108,25.46246154
77.64846775,17.91246154
76.92346775,37.26246154
112.1818011,41.77912821
112.3984677,24.43746154
112.7318011,45.83746154
96.14846775,2.570794873
82.70680108,44.98746154
94.51513441,20.84579487
83.51513441,27.27912821
75.82346775,31.63746154
110.1151344,47.86246154
129.4568011,33.33746154
109.7568011,35.35412821
93.58180108,43.99579487
135.2318011,47.33746154
106.9734677,24.35412821
100.5068011,35.49579487
104.8568011,48.75412821
74.66513441,22.16246154
92.30680108,32.87912821
129.0901344,49.78746154
113.7818011,51.28746154
81.59846775,21.37079487
116.6734677,56.04579487
113.1068011,34.45412821
77.41513441,53.05412821
106.7484677,36.63746154
98.91513441,31.31246154
91.94013441,38.97912821
106.2984677,38.98746154
105.9568011,21.01246154
78.78180108,44.92079487
101.5401344,43.90412821
85.69013441,52.32079487
83.20680108,54.57912821
115.8318011,44.07079487
72.79846775,31.65412821
73.84013441,54.55412821
77.98180108,48.92079487
83.94013441,20.02079487
106.7234677,16.31246154
107.1734677,35.12912821
81.86513441,50.47079487
108.9318011,54.14579487
96.57346775,30.70412821
74.97346775,39.05412821
86.27346775,38.47079487
98.57346775,23.78746154
